id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
A0A1W0WW52_HYPDU/46-163,0.9825654,-0.017242633,0.028955255,-0.51796895,-1.8678892,1.2327963,-0.032245796,-0.0072873943,-0.012925842,0.026903601
A0A0D1E559_USTMA/440-553,1.9841977,0.039343853,0.09318659,-0.13328475,0.20435125,-0.15176986,-0.12116209,-0.038316738,-0.007423885,0.07707721
A0A1J7GRX2_LUPAN/39-148,1.1476237,-0.051834326,0.0020884722,0.94925314,-2.6712794,-1.3490167,-0.098567605,-0.029178865,0.0384967,-0.0011735577
A0A453H424_AEGTS/39-148,1.4893218,-0.054680124,0.02800579,-0.47397825,-3.698749,-0.060964942,-0.114222474,0.031799525,0.08453485,-0.03452932
A0A4W5RDC1_9TELE/538-643,0.19619493,0.018438056,-0.0025426187,1.0439341,3.4798195,-1.6108268,-0.08627683,0.030111715,0.023150485,-0.04639967
A0A5N5X723_9EURO/346-457,3.7168918,-0.0505184,-0.09689695,0.09725128,-0.11921476,-1.8557231,-0.12525259,-0.03206658,0.05788675,-0.021902617
A0A6I9Y635_9SAUR/51-169,2.3467114,-0.00088982284,0.04583827,0.07644706,-1.8684522,0.64175326,-0.13108069,-0.015614027,0.014730962,0.021299344
A0A2T9YME8_9FUNG/527-631,-1.4168571,0.03758516,0.017344363,-0.42432556,0.7384582,-0.46198782,-0.07312986,-0.0049174316,-0.06337529,0.055680774
A0A8C3ZK64_9TELE/357-486,2.1328347,-0.035154425,-0.035137523,-0.62832695,1.8502275,-0.98630553,-0.06395863,0.009049736,-0.0022464069,-0.0056444407
A0A2I3SY77_PANTR/220-328,0.8523776,0.032539044,-0.109373435,0.3093022,3.2523627,1.5035907,-0.027479751,0.007016044,0.0048056897,-0.049598414
A0A0A1U6T7_ENTIV/54-163,0.25382593,0.076712936,0.0756367,-2.8382852,-1.1804827,0.6119527,0.037353747,0.0040698387,-0.050857138,0.09366077
A0A5N5G076_9ROSA/414-562,2.479005,0.01742769,-0.048292637,1.301114,0.783595,1.2906384,-0.058831595,-0.018678173,0.039429404,-0.028687112
A0A7J8D8E6_ROUAE/552-660,-1.1765416,-0.034033574,-0.016461762,-0.0065556746,3.2524796,0.043142132,-0.04999204,0.05441633,-0.007057029,-0.015314855
A0A8H4Y9D9_9HYPO/196-307,-2.0645556,0.013188686,-0.012330558,0.50855327,1.5089493,2.8931055,0.020098569,0.0360671,-0.0021149572,-0.02616813
A0A1W2TDJ0_ROSNE/129-240,-2.9425182,-0.019826265,-0.0070194155,0.32342222,-0.53936374,0.47540414,-0.032927442,0.04553368,0.004449699,-0.005544573
A0A6I9TFS3_SESIN/39-149,0.99263823,-0.04443851,0.0038613789,1.0657104,-2.4042583,-1.2358141,-0.084238805,-0.034193255,0.03651164,-0.00048545375
A0A7N5ZV65_ANATE/542-650,0.0046413057,0.027580246,-0.036755674,0.1828277,3.1962013,-0.48457325,-0.057121143,0.027937911,0.0025768448,-0.022634983
A0A383ZQR7_BALAS/502-610,-1.1702057,-0.038381945,-0.016970377,-0.08681923,3.1973932,0.0175476,-0.04957714,0.057261847,-0.00640988,-0.011420786
A0A814KQY5_9BILA/393-524,1.6947258,-0.052075367,-0.01937542,-2.6186118,1.0055292,-2.0515568,-0.06580084,0.010665882,0.02309959,-0.022383668
B7QIP4_IXOSC/528-636,-0.69733495,0.01810566,0.0353066,0.044811547,1.5795436,-0.5495218,-0.07669339,0.014783543,-0.054684073,0.049202375
Q4WUQ0_ASPFU/609-715,-3.3648345,-0.05762738,-0.034436792,-0.7581209,0.860203,-1.1608303,-0.053176418,0.03624647,0.024958845,-0.06977421
K9FWM0_PEND2/166-284,-2.514484,-0.08205625,0.05815595,-1.0471262,-2.0141754,1.8823935,0.053101182,0.022701677,0.058752693,-0.072524935
A0A0L0H9B4_SPIPD/533-642,-1.5547259,0.026732296,0.004440382,-0.2598973,0.7750533,-0.949781,-0.07246624,-0.014887329,-0.053807262,0.022923227
A0A8D2K5D5_THEGE/220-328,0.8523776,0.032539044,-0.109373435,0.3093022,3.2523627,1.5035907,-0.027479751,0.007016044,0.0048056897,-0.049598414
A0A671Z425_SPAAU/338-466,2.507722,-0.028364113,-0.07123495,-0.20884643,1.996471,-0.9819873,-0.067809954,0.0039273724,-0.00038462505,-0.016735494
A0A4Q4X859_9PEZI/125-236,-2.8252137,-0.011369514,-0.0047253147,0.6132219,-0.5873718,0.5835776,-0.03861157,0.03694564,-0.011540145,0.009079751
E2LW92_MONPE/110-226,-1.3668076,-0.018378768,-0.056307912,-0.18846321,-1.8097054,-1.3557242,0.003895552,-0.033967935,-0.013548775,-0.028760906
T0LA15_9MICR/78-188,-1.1065911,0.0815287,0.053426575,1.0949594,-0.46073654,-0.20008004,-0.050325796,-0.044024915,-0.07743053,0.095041454
A0A319ECW1_9EURO/511-617,-3.6626587,-0.06945025,-0.039791714,-1.0511563,0.8444143,-1.4320546,-0.035412923,0.034858346,0.04373423,-0.093147054
A0A7J8XQE0_GOSAI/42-151,1.0256152,-0.07162386,-0.0039350316,0.32813814,-2.8782637,-1.1385021,-0.09743227,-0.027188424,0.052022718,-0.016973902
C1MYJ7_MICPC/14-123,0.51626897,0.018702034,0.019173767,0.8765893,-1.6183817,-0.44226927,-0.06635939,-0.03246584,-0.024444018,0.034253865
A0A2I2FBG4_ASPCN/510-616,-3.1514184,-0.048783615,-0.024012895,-0.63591367,0.84737426,-1.2366056,-0.056880556,0.027574755,0.015043773,-0.058621135
A0A673I3I6_9TELE/368-500,2.333404,-0.031765703,-0.04564573,-0.21660808,1.7988148,-0.9879749,-0.06832135,0.006167546,0.0019621924,-0.0076900683
A0A0D2CD17_9EURO/505-611,-2.6689813,0.001024928,0.00529442,0.080620304,1.2138945,-0.70602965,-0.07721644,0.019191321,-0.029186819,-0.0107693
A0A667ZRC4_9TELE/220-328,1.4527634,0.03046241,-0.098554626,-0.5132116,2.3878758,1.6963278,-0.009513786,0.028268568,-0.011357999,-0.024383709
A0A439DGK1_9PEZI/343-454,1.0885857,-0.020531956,-0.023237748,-0.40375358,-0.41977504,-2.5962775,-0.08580075,-0.040027525,0.03986608,-0.030165702
A0A2I1CHS7_ASPN1/346-457,3.5701523,-0.0515963,-0.102397084,-0.33632126,-0.18361491,-2.1887386,-0.130125,-0.030713681,0.060423337,-0.033303563
A0A4W5RDC1_9TELE/205-313,1.5674341,0.027260527,-0.107872486,-0.61222005,2.2825634,1.9213365,0.0020393962,0.027792491,-0.017930696,-0.03304066
A0A2C5YEF1_9HYPO/196-307,-1.9448948,0.019202601,-0.01018198,0.5046424,1.4343822,2.712288,0.012936918,0.03258857,-0.008783728,-0.021698948
A0A2K5MDL9_CERAT/367-496,2.6688297,-0.023190215,-0.074174926,0.39035052,1.90214,-1.0251867,-0.07559399,-0.00064074993,0.008799732,-0.012484755
A0A158P6P6_ANGCA/364-486,1.9959275,-0.01780012,0.007986698,-1.4137528,0.9138263,-1.5349008,-0.10554708,0.0021410808,0.0051097013,0.01933977
A0A166BDH6_9AGAM/108-226,-1.6700886,0.0068858434,-0.037290215,0.24232133,-1.3672872,-1.5150094,-0.0071978583,-0.028438348,-0.013885984,-0.013426285
S8BE29_DACHA/202-308,-0.7373451,0.031294584,0.06439017,-0.14718404,0.38267764,1.8189721,-0.04669687,0.009018499,-0.07621954,0.0648957
A0A1S4CUC6_TOBAC/39-147,0.7751492,-0.034344405,-0.01063857,0.21242209,-2.5399423,-0.33932167,-0.07580259,-0.012061499,0.011919582,0.0008487273
E3MXF1_CAERE/364-488,1.4339087,-0.012345558,-0.006068006,-1.3454473,1.0375626,-1.1762017,-0.062021956,-0.0028397553,-0.00013398565,0.021979041
A0A0B0MWV4_GOSAR/42-151,0.72133094,-0.10129398,0.005023133,-0.23194388,-3.162813,-1.5157402,-0.09307251,-0.04180136,0.067226976,-0.034067772
Q7SE42_NEUCR/509-615,-2.997626,0.011832774,-0.0038965791,0.8116747,0.81086236,0.16469574,-0.08287697,0.045092605,-0.037101377,-0.0029978417
G2R450_THETT/507-613,-3.1929476,-0.0008700248,-0.0075431243,0.98999494,0.8438175,-0.045689933,-0.090956405,0.05080594,-0.035483398,-0.010715019
A0A8J4BU14_9CHLO/585-709,-0.9353798,0.05392479,0.07373591,4.5895877,2.0674634,0.15343705,-0.14181337,-0.011201588,0.0026791692,0.074708536
H2PNE7_PONAB/210-318,0.8523776,0.032539044,-0.109373435,0.3093022,3.2523627,1.5035907,-0.027479751,0.007016044,0.0048056897,-0.049598414
A0A6P4CR81_ARADU/374-516,2.4250174,0.01518118,-0.04594373,1.2634624,0.9846499,1.3054953,-0.053589754,-0.018308727,0.040395733,-0.028598763
A0A550CX27_9AGAR/200-323,0.8709814,-0.016101442,0.013733305,1.4461815,0.36179304,2.9326262,-0.026402187,0.026166,0.04743907,-0.06336777
A0A7K7BGW7_9AVES/356-485,2.46583,-0.017696984,-0.056371324,0.46794772,1.6804173,-0.9367344,-0.07433456,0.0009741895,0.012446111,-0.002079675
B0D8F6_LACBS/54-163,-0.7048732,-0.049671985,0.0067383237,-0.7303879,-3.2211928,-0.31831193,-0.0315504,-0.015964637,0.042001043,-0.020313397
A0A096PAL0_OSTTA/37-147,0.32217252,0.032217707,0.002307631,0.4669038,-1.5749242,-0.55865777,-0.05322314,-0.035285626,-0.02994519,0.028213292
M2TGY6_COCH5/513-619,-2.9674847,-0.022442907,-0.018187927,0.12570883,1.277103,-0.52449244,-0.06435207,0.035399616,-0.020671288,-0.031776264
A0A0W0FH61_9AGAR/386-493,-2.0698183,-0.037154056,-0.013537476,-0.19593622,0.53497154,-2.4134142,-0.060715616,-0.012631882,0.036643375,-0.048863318
A0A8C5UKL8_MICMU/552-660,-1.0699857,-0.029431177,-0.017000534,0.027215736,3.1317284,0.07431867,-0.0490895,0.051261395,-0.010572169,-0.013110463
LCL3_ARTOC/142-256,-1.829923,0.0064214785,0.025130372,-0.27849358,-0.8145663,1.3370099,-0.011142943,0.008050665,-0.02430778,0.014171658
A0A2S4V9Z7_9BASI/403-514,1.970878,0.044082228,0.06724474,-0.0031594038,0.27048036,-0.9055906,-0.12549981,-0.03256573,-0.0018797973,0.08218561
A0A1L9VGL4_ASPGL/512-618,-3.5004423,-0.07366058,-0.03011965,-1.0306244,0.90626717,-1.0470873,-0.041091856,0.040808834,0.027289536,-0.07315247
A0A1L9WU97_ASPA1/513-619,-3.5837295,-0.071433745,-0.03440622,-0.7938308,0.8559185,-1.1833214,-0.04417941,0.038503014,0.034251705,-0.08066031
A0A671LBU8_9TELE/460-568,-0.48208493,-0.0016975468,0.0103029385,0.4951185,3.1778831,-1.7253333,-0.08054267,0.04836177,0.01410367,-0.039718542
A0A507CM16_9FUNG/373-486,1.3839393,0.030181352,0.045061078,-0.80128855,0.5621192,-0.24099877,-0.072161265,-0.019982055,-0.015357306,0.06282492
A0A074X3R6_AURPU/130-242,-1.8815423,0.0133402925,0.02714226,0.372564,-0.88497925,0.79699194,-0.029340837,0.0022042654,-0.05598155,0.053141102
A0A852E016_VIDMA/271-400,2.170861,-0.0020584138,-0.021911105,0.5861614,1.5811574,-0.75392985,-0.0690189,-0.0017994754,0.011040788,0.013697256
L8X1G0_THACA/34-143,-0.27093005,-0.05826824,0.04601934,-2.8430622,-3.2222388,-0.7668319,-0.03530914,-0.029570892,0.061529525,-0.031494588
G2R450_THETT/29-139,-0.43124282,0.019620545,0.029977892,0.82469505,-1.8801202,1.3137333,0.009519128,-0.031074652,-0.018269626,0.017395403
A0A833VXR2_PHYIN/32-148,0.23882726,-0.10867685,-0.044139236,0.52022254,-2.7406516,-3.4721816,-0.07245205,-0.055763714,0.103305526,-0.044614088
A0A165JNP6_EXIGL/35-144,-0.18631922,-0.017806042,0.04298001,-1.6195639,-2.6814084,-0.11557104,-0.029495893,-0.026857937,-0.009943049,0.005978968
A0A2C6L458_9APIC/570-710,-1.1749161,0.033375785,0.04898401,-0.32592666,1.1528616,0.15766191,-0.08903457,0.01920145,-0.089204,0.08084333
A0A7J7CEF1_TRIWF/236-379,2.2243404,0.015977588,-0.033964142,1.3582554,0.90445316,1.2229394,-0.05985166,-0.01768491,0.043501828,-0.028793257
F4S6U6_MELLP/564-671,-1.281114,0.031763308,0.008847944,-0.8175269,0.83677864,-1.1053234,-0.04658895,-0.020471754,-0.04384223,0.013987806
A0A8C3UZP1_CATUS/332-461,2.3166735,-0.008126478,-0.035337586,0.46905923,1.552662,-0.78578967,-0.07090614,-0.0003755577,0.010721847,0.007646069
A0A3M2S3A4_9HYPO/529-635,-3.6919827,-0.021510392,-0.030971348,0.74416965,1.3797429,0.80050355,-0.056946956,0.07758358,-0.009805042,-0.061116796
A0A232EZL7_9HYME/37-140,-0.046522688,0.049742863,0.032005344,0.5305342,1.5380563,1.152176,-0.060682677,0.016365703,-0.04456293,0.060157157
B8MD45_TALSN/29-141,-0.40735397,0.027842067,0.02945337,1.9287518,-1.7537954,1.7440933,0.0013022823,-0.036462218,0.0027447417,-0.004068682
A0A6P6CB86_PTEVA/552-660,-1.1765416,-0.034033574,-0.016461762,-0.0065556746,3.2524796,0.043142132,-0.04999204,0.05441633,-0.007057029,-0.015314855
A0A8D0KXP9_STROC/362-491,2.5387359,-0.017843932,-0.06651588,0.57585347,1.7402457,-0.9527798,-0.07574557,0.00016885996,0.013209181,-0.004430875
A0A8W8JHY1_CRAGI/37-157,1.3600258,0.011875683,0.051451255,0.20962535,-1.2324812,1.3208042,-0.063124254,-0.042552806,-0.02655735,0.04537615
A0A2K1QVH8_9PEZI/344-455,2.1016517,0.0013050847,0.028629053,-0.208591,-0.5406222,-1.5709555,-0.12750062,-0.05346591,0.042274173,0.014807565
A0A367KT78_RHIST/199-308,-0.20071939,0.019692648,-0.018462028,-0.8242313,1.7042658,3.1921415,0.010724155,0.021634959,-0.023226202,0.018731847
A0A2K5WL07_MACFA/367-496,2.6688297,-0.023190215,-0.074174926,0.39035052,1.90214,-1.0251867,-0.07559399,-0.00064074993,0.008799732,-0.012484755
A0A5D2X2E8_GOSMU/42-152,0.86212605,-0.08650181,0.008683965,0.51497626,-3.1491687,-1.1830214,-0.09369864,-0.034376815,0.0721167,-0.025294896
A0A8H8U9J8_9HELO/579-685,-2.8903756,-0.004914494,-0.04984517,1.1899076,0.42564344,-0.96012306,-0.09334174,0.02627723,-0.01385338,-0.038537133
A0A7N8YJX3_9TELE/219-327,1.4947281,0.034461606,-0.11227673,-0.39898494,2.5011244,1.7114905,-0.007776062,0.023594856,-0.009603922,-0.031818293
Q24GI5_TETTS/461-563,-0.8776734,0.11540334,0.13757871,-1.3418611,0.13668247,0.3594709,-0.023118204,-0.019625714,-0.13744421,0.17500092
A0A8H6I9B4_9AGAR/195-321,1.0715795,-0.01824997,-0.0034027174,0.73250395,0.46175456,2.7003493,-0.010610106,0.015914008,0.031048957,-0.05557308
A0A8E2FDT4_9PEZI/16-142,0.16660345,0.06316201,0.052722592,1.2500963,-1.3185503,1.9021839,-0.0034577157,-0.046193168,-0.031659473,0.02426985
A0A553Q2B9_9TELE/221-329,1.2797637,0.031659946,-0.08942501,-0.37435797,2.2398894,1.5906096,-0.017136987,0.026023902,-0.0090681035,-0.021236658
A0A674CQ60_SALTR/23-142,3.1354344,0.014287613,-0.06887057,-0.45937288,-0.5549535,2.824853,0.010537256,-0.028309904,0.024399988,-0.05795997
K3X0E8_GLOUD/32-148,0.29925665,-0.01797338,-0.03728392,0.108219266,-2.0199113,-2.3475285,-0.053915538,-0.050792497,0.010957496,-0.022510841
A0A674A775_SALTR/603-711,0.14354914,0.023530487,-0.021895906,0.41740444,3.5504022,-1.3015984,-0.076103255,0.028927185,0.011602061,-0.046429243
A0A3M7AZ67_HORWE/159-270,2.160143,0.01921767,0.03101902,-0.23461461,-0.66223943,-1.6315616,-0.13806063,-0.059218697,0.040198155,0.019526893
B6QEB4_TALMQ/510-616,-2.496469,-0.013281099,0.0026243962,-0.038658097,1.0137924,-0.6414827,-0.074662,0.022371247,-0.032332007,0.0040723756
S7NET9_MYOBR/367-496,2.6688297,-0.023190215,-0.074174926,0.39035052,1.90214,-1.0251867,-0.07559399,-0.00064074993,0.008799732,-0.012484755
A0A5N6V9U4_9EURO/345-456,3.6940823,-0.05592083,-0.10709107,-0.246799,-0.15460831,-2.0325785,-0.12705187,-0.030116528,0.06135238,-0.03040994
SND1_BOVIN/367-496,2.6688297,-0.023190215,-0.074174926,0.39035052,1.90214,-1.0251867,-0.07559399,-0.00064074993,0.008799732,-0.012484755
A0A671Z464_SPAAU/550-658,0.035752203,0.025923345,-0.03363768,0.12821437,2.9287152,-0.41765493,-0.051966555,0.025620848,0.0029654317,-0.014949013
A0A8H7NK29_BIOOC/31-142,-0.8144735,-0.053983588,0.0027226694,0.23496862,-2.6460004,1.8806534,0.05857615,-0.007923879,0.051192634,-0.0654691
A0A7J7WM51_PIPKU/220-328,0.82102853,0.033245515,-0.111118644,0.38933587,3.2452443,1.5640982,-0.027175065,0.0111922175,0.0076301284,-0.04843041
D0N0D1_PHYIT/71-189,-1.6154244,-0.08339713,0.024830308,-3.461282,2.2532256,2.521565,0.029929252,0.068750165,-0.028375994,-0.013847664
A0A812B4B9_SEPPH/206-313,0.37246642,0.029759679,0.004055582,-0.27288398,1.7020465,1.8608718,-0.02821477,0.024109915,-0.020677015,0.027786482
A0A3R7F650_9EURO/146-264,-2.6206875,-0.07107094,0.054000985,-1.0115564,-1.3828137,1.9850056,0.039182752,0.03622794,0.046818353,-0.06425966
A0A671SYY1_9TELE/523-631,-0.44541728,0.00019091554,0.0053707436,0.437054,3.2035923,-1.6022198,-0.07806348,0.04926777,0.012840336,-0.038157973
S8A019_PENO1/198-309,-0.88826895,-0.015307143,-0.0017175674,0.20121406,-0.2893954,2.7168188,0.015470492,0.043864854,0.017076153,-0.022070933
F6VCH9_CIOIN/220-331,0.39860457,0.019250087,0.02904101,-0.46728942,1.378208,1.2941263,-0.04023845,0.02412761,-0.04379747,0.051430758
A0A1Y2CSK1_9FUNG/486-621,-1.7432758,0.028375294,0.0076111928,0.00920826,0.70846796,-0.5991285,-0.08774008,0.0056839287,-0.064853236,0.05474542
A0A3M7N069_9EURO/339-450,2.419196,0.0031573996,0.010439552,0.3543756,-0.2808689,-1.4267707,-0.12165223,-0.049950797,0.03493383,0.024108771
A0A8C3ZLU5_9TELE/502-610,-0.3415456,0.00054935366,-0.0025194213,-0.3081121,2.4981158,-1.2110143,-0.063920155,0.03607513,-0.00440081,-0.00981123
A0A7N8YAA8_9TELE/494-602,0.032316368,0.027304761,-0.033716425,0.205466,3.185206,-0.6267647,-0.061778367,0.029295824,0.002625158,-0.022575047
A0A5F9CPZ9_RABIT/48-166,2.9374418,-0.006504151,0.055992622,-0.26414737,-1.42584,0.3011007,-0.14416847,-0.02829276,0.035364624,0.025116764
K0R2A1_THAOC/231-343,-0.118542075,0.07553746,0.058542777,0.96621263,0.5088779,1.088992,-0.0659777,-0.0154786855,-0.09240729,0.096939415
A0A2G7FF05_9EURO/360-471,3.8104134,-0.056655772,-0.11379163,-0.1831274,-0.12706403,-2.0066488,-0.12384599,-0.029281331,0.06316433,-0.029971603
A0A8H2ZLI6_9HELO/573-679,-3.3236825,-0.004238085,-0.050203025,1.197453,0.30444473,-1.2688714,-0.100666374,0.03360583,0.008968875,-0.062236395
A0A8C3ZJZ4_9TELE/353-482,2.1328347,-0.035154425,-0.035137523,-0.62832695,1.8502275,-0.98630553,-0.06395863,0.009049736,-0.0022464069,-0.0056444407
A0A5C3MJE4_9AGAR/33-142,-0.6058067,-0.056847107,0.025752243,-0.63916737,-3.5998125,-0.16834071,-0.036560968,-0.008240238,0.049893796,-0.016096033
G2R450_THETT/194-305,-1.7035424,0.020092085,0.014783226,0.23718466,0.9738084,2.379821,-0.0048778607,0.037838593,-0.024600808,0.0027370974
A0A0C4DRF0_MAGP6/31-142,-0.7008675,0.02111679,0.00018267334,0.86175466,-1.7488519,1.496566,0.023055715,-0.03270496,-0.014447172,0.005341729
A0A383ZQR7_BALAS/170-278,0.8523776,0.032539044,-0.109373435,0.3093022,3.2523627,1.5035907,-0.027479751,0.007016044,0.0048056897,-0.049598414
A0A1S8VPP0_9FUNG/44-159,0.23932704,0.057223372,0.049327362,0.21426977,-1.5427536,0.44828737,-0.034972675,-0.03844484,-0.066750616,0.06841496
A0A3E2HGV9_SCYLI/343-454,1.6892457,-0.021769807,0.00980936,-0.26540962,-0.81941843,-2.4682043,-0.1238123,-0.051528342,0.058004342,-0.0117203705
A0A370TH27_9HELO/127-238,-3.0135167,-0.05287086,0.022005413,-0.17560327,-1.439528,0.3830934,-0.019464768,0.042747676,0.0425383,-0.020623285
A0A674CSG1_SALTR/321-451,2.4262795,-0.029245742,-0.076502234,-0.42042014,2.05683,-0.9477135,-0.0578956,0.003328357,-0.0032536471,-0.020735726
A0A1S3N1G0_SALSA/601-709,0.14354914,0.023530487,-0.021895906,0.41740444,3.5504022,-1.3015984,-0.076103255,0.028927185,0.011602061,-0.046429243
A0A175VX81_9PEZI/509-615,-3.2084856,0.009662297,-0.009120893,1.1214573,0.69132745,-0.085036755,-0.08980194,0.04651773,-0.024057005,-0.017847955
A0A818TKD6_9BILA/216-326,0.6166455,0.040347714,0.033427868,-1.5530856,1.2177604,1.8636738,-0.02588475,0.014492635,-0.07913347,0.04820674
A0A0D2PYW5_GOSRA/42-151,1.0903492,-0.07251179,-0.002034314,0.3159427,-2.9085927,-1.1101384,-0.10010547,-0.026633698,0.05277483,-0.017630395
A0A1Y1UP65_9TREE/34-168,-0.16420984,0.049542047,0.041571286,-0.0049611777,-1.6307431,0.53288746,-0.013677086,-0.03997912,-0.08308246,0.06932754
A0A0A1T8W8_9HYPO/129-240,-3.180602,-0.038805693,-0.009550044,0.14375973,-0.7679038,-0.3983607,-0.019490052,0.03752342,0.033814006,-0.03791881
A0A3L6PTA9_PANMI/36-143,1.5218196,-0.011022251,-0.0050890893,-0.60161,-1.6795607,-1.0793399,-0.112582594,-0.05085785,-0.017394217,0.018688483
A0A452FU65_CAPHI/515-623,-1.1183177,-0.031151727,-0.019032255,-0.033691116,3.2081494,0.084094785,-0.047847144,0.051081635,-0.009562127,-0.01567432
A0A0D7BUB8_9AGAR/106-224,-1.6912947,-0.036024578,-0.034352235,-0.231055,-1.4858896,-1.3475014,0.004404908,-0.013458716,-0.012606242,-0.020100478
A0A5J4NHH8_9TREM/54-173,1.4884496,0.05265995,0.060016718,0.8787773,-0.83683294,0.49282318,-0.108846754,-0.0603306,-0.03054126,0.08142398
A0A094BGB5_9PEZI/599-705,-3.009039,-0.009854063,-0.040623847,1.6829683,0.5710513,-1.0785502,-0.10256932,0.03109686,-0.007015691,-0.038252477
A0A8B8A2N1_ACAPL/552-658,-0.67729074,-0.0016708681,0.038909514,0.5621342,1.6909596,-0.70078284,-0.071773775,0.02997785,-0.041912127,0.042581834
A0A6A6MGI4_HEVBR/638-747,0.7821189,-0.015349283,0.00993805,0.4272054,-2.221436,-0.8530028,-0.0824197,-0.02669999,-0.005730686,0.013730583
A0A6J2JXN6_BOMMA/209-307,-0.0036090836,0.0487065,0.038368035,1.4063832,1.63909,0.8614989,-0.08181123,0.013652243,-0.03333547,0.07437822
A0A4Z2DMY4_SCHJA/565-708,-0.21372,0.00974446,0.052054647,3.3664882,2.1725485,-2.0206833,-0.1269654,0.010847405,0.019731797,0.002125077
A0A4Q2DE39_9AGAR/566-687,1.3208771,-0.023504978,-0.011647692,1.238525,0.51376766,2.681407,-0.024633177,0.0219547,0.047359042,-0.08607189
A0A670ZV31_PSETE/363-492,2.3332434,-0.022622474,-0.05073725,0.14155728,1.578051,-0.9453155,-0.07576284,0.0055888556,0.011665657,-0.0027645323
A0A5N6ZNY8_9EURO/345-456,3.6385362,-0.058776986,-0.10139503,-0.30432203,-0.16655956,-2.0598457,-0.12273688,-0.03101701,0.06318296,-0.031861745
G7MMA3_MACMU/48-166,3.5606318,-0.016027827,0.061557617,0.011988541,-1.4533298,0.19746032,-0.15144041,-0.053765386,0.057746224,0.003926674
A0A016SUH5_9BILA/546-661,-0.77023023,-0.029241774,-0.0017067567,-1.6249303,1.6442288,-2.0386043,-0.046543933,-0.013246579,0.0066422336,-0.02485969
A0A7J7WMN5_PIPKU/48-166,3.3674715,-0.011238123,0.05998678,0.1680278,-1.4677885,0.18736959,-0.15310094,-0.049518447,0.05453267,0.009233136
A0A5N5LJ44_PANHP/368-500,2.1279557,-0.03406617,-0.03698714,-0.6165645,1.7926723,-0.94867766,-0.06295904,0.007626012,-0.0031138984,-0.0047643073
A0A0C3DZY6_9AGAM/100-219,-1.5163519,-0.03361568,-0.054240443,0.16458324,-2.199289,-1.5755454,0.002975246,-0.029268816,0.005905656,-0.033331715
