id,dim0,dim1,dim2,dim3
N782,-5.13078,2.5778713,-1.351639,-3.1482406
N619,-5.0873237,2.642039,-1.3431476,-3.1336465
N301,-5.654992,2.8518999,-1.4775016,-3.416083
N672,-5.5609117,2.8303409,-1.4475269,-3.4064083
N785,-5.519423,2.8591669,-1.4659941,-3.4593532
N767,-5.437026,2.8103077,-1.3833057,-3.4361646
N789,-5.3173947,0.95796746,-0.27050278,-3.583722
N693,-3.1014247,0.7495744,-1.8022627,-1.8826199
N684,-3.3499835,0.89697176,-1.53265,-1.9415103
N1058,-2.593105,0.8703393,-1.4422309,-2.7082167
N164,-2.7594986,1.6574509,-2.1739671,-1.0220387
N287,-2.5053914,0.2783639,-0.13936378,0.08385973
N784,-3.3405533,0.9821323,-1.5893433,-1.8973078
N743,-2.4555223,1.3030782,0.6357116,1.5222994
N455,-1.9281234,-0.10696244,-0.33001053,0.26270598
N166,-1.6549317,0.9650482,-0.73379,-1.1295617
N379,-1.612046,0.95990765,-0.8794545,-1.4096315
N744,-1.6836202,1.0007428,-0.9580164,-1.2285936
N597,-1.6964387,1.1698464,-1.1007941,-1.0536854
N53,-1.4223576,1.6351771,-1.2784436,-0.94065446
N1134,-0.9034155,1.9011109,-1.389245,-2.0347118
N394,-3.02181,1.3718541,-1.0792029,-0.5701447
N373,-3.023899,1.3550833,-1.019953,-0.60232234
N344,-1.3495872,2.4309545,-1.6261655,-2.127549
N159,-1.3079665,2.50351,-1.5619,-2.1021957
N1028,-1.9099777,2.7666345,-1.3784221,-1.7163042
N528,-1.8489739,2.7062085,-1.3064221,-1.6626858
N403,-2.2853143,1.6809409,-2.022067,-0.76664776
N240,-2.904617,0.7677123,-1.6484027,-1.741243
N576,-2.7733748,1.3705947,-0.9578367,-0.6964303
N288,-1.8423536,1.1123359,-0.96459806,-1.0976082
N174,-3.3181481,-0.27590317,-0.3154715,-0.0352806
N1226,-3.5438802,-0.25719762,-0.5482459,0.13993268
N33,-3.2233245,-0.13839453,-0.3836105,-0.044205718
N762,-3.758672,-0.3698028,-0.67304784,0.15045844
N412,-3.992103,-0.0263918,0.0307144,0.708378
N1016,-3.9706037,-0.011523072,0.009389274,0.6947215
N284,-3.7636073,0.044279926,0.04648761,0.6160774
N873,2.7136126,0.08900782,-7.5016203,-4.5128765
N823,3.7966516,0.19389953,-5.7574053,-5.5268216
N135,2.6367342,1.1452036,-6.8765454,-4.3504252
N161,-0.323254,-0.7896554,-0.49960148,-0.901176
N321,0.0002566483,0.057061926,-0.10175808,-0.89798295
N736,-3.1172833,1.2429982,-1.6721809,1.5480789
N1199,-2.888048,-2.1842682,3.4094133,3.8484783
N1065,-3.4612823,-2.3049614,3.7938924,4.43638
N114,-3.387693,-2.389572,3.7588112,4.177344
N1169,-2.5248644,-0.58667386,-0.9927524,0.84359276
N230,2.027711,-0.16796198,-0.2279158,1.8933877
N7,-3.9540355,-0.19937019,-4.3476987,1.1914988
N493,-2.3998148,0.908037,-2.2489576,-1.8689504
N1198,2.4193563,-1.7910986,4.540052,0.13390309
N535,2.3653307,-1.7678075,4.454731,0.11213258
N551,-0.4023081,-1.4982162,1.5642049,1.352384
N1157,-0.33506235,-0.026772555,0.21324284,0.3827739
N1107,-2.828152,1.0833449,0.57088745,-0.47117916
N880,-2.036094,0.18335177,0.83973485,-0.6001166
N501,0.70325285,0.25930968,0.48955095,2.5282485
N1092,-4.2189612,2.1005552,-4.300547,5.201306
N1155,-4.089518,2.0374079,-4.263437,5.117339
N969,-4.8581405,3.2082064,-0.4633148,-4.7099032
N1006,-4.8691497,3.2202957,-0.4208881,-4.6564074
N1221,-4.864597,3.2054186,-0.42962864,-4.682645
N928,-1.9888748,0.4254917,0.4953174,-0.8957025
N1146,-1.9117208,0.25011784,0.4728673,-0.76518786
N801,-1.9106232,0.27545273,0.44424433,-0.8589652
N1003,-2.6715295,-0.21743484,-0.23392437,-0.0963623
N805,0.5159288,-1.3389466,0.11225787,-0.16261256
N808,-2.8916893,2.4822178,-0.35167104,-0.7151564
N196,-2.7657228,2.313363,-0.26681006,-0.64999896
N691,-2.7640715,2.3418512,-0.22365281,-0.77149945
N1130,-2.7697725,1.275204,0.6307403,-0.49501094
N578,-2.8162718,2.342076,-0.18521228,-0.93362993
N980,-1.2346367,2.3650115,-1.313288,-1.5455624
N1191,-2.678661,0.8672752,-1.4563878,-2.1499915
N429,-1.5682018,1.1007783,-0.77339786,-0.25945038
N832,2.8462296,5.172083,-2.9153972,0.60345495
N489,2.7616913,5.048225,-2.8522425,0.61159176
N1206,-4.21206,1.7884473,-1.854696,2.522122
N486,-4.2134786,1.8007089,-1.9393747,2.4864957
N1167,-4.1473837,1.250202,-1.8004082,1.9690068
N167,-2.590866,2.2396097,-0.18615796,-0.96576744
N1215,-5.5924134,0.46881872,2.02351,-1.0311016
N609,-1.1346208,1.8321369,-2.0117419,-1.6147459
N882,3.0918674,4.8936725,-2.2909224,0.6304832
N163,3.121251,4.9562,-2.394474,0.6271841
N652,2.1561685,4.0815783,-2.8356373,1.4563626
N1119,3.522854,4.0304837,-3.9770885,1.3951532
N860,2.8598683,3.481582,-3.138033,1.2261217
N1000,3.5654068,4.0522866,-4.31893,0.91685295
N474,3.3640232,4.0772614,-4.223488,0.9957306
N1131,3.299552,3.8517542,-3.7954183,1.26421
N118,-1.083781,-0.22322224,0.064042285,-0.038942534
N761,0.06198149,2.0323899,1.2808615,-1.7199147
N464,0.29325238,-0.5352512,-1.7301395,-1.4063637
N120,-2.7442255,0.9702552,-1.5576977,1.2790016
N481,1.5776932,-1.2039559,0.9706662,5.498351
N334,-2.6675305,1.1837893,-5.8898263,-1.871259
N656,0.58300924,0.082518086,1.1844642,4.2357683
N216,0.92594457,0.390814,1.2532305,4.683761
N55,0.7806054,0.80237365,0.39740202,4.322591
N651,0.3029277,0.6669794,0.5148991,7.3303876
N1014,2.909016,3.4497108,-3.217961,1.3052305
N1140,-1.7318369,0.2025516,0.22088617,0.4451197
N849,2.4347353,-0.62126136,-4.551746,-5.6120543
N562,-3.024738,-3.6159668,-0.5568736,3.1252162
N976,-2.9707847,-3.4298294,-0.42577365,2.8946235
N752,-3.3082228,-4.074668,-1.9102782,4.595558
N153,-3.532142,-4.188799,-2.0041816,4.8547444
N49,-3.625775,-4.250044,-2.0388741,4.925047
N986,-2.556009,-3.5657847,-1.0672778,3.298113
N937,-3.1620588,-3.4316492,-0.58863246,3.1120472
N536,3.2128854,-1.715398,5.7961035,0.3059283
N65,3.1828868,-1.6755813,5.7026854,0.31875986
N266,3.3265204,-1.5963771,5.773642,0.3021702
N984,3.4727402,5.7671585,4.5912285,-2.0705383
N158,3.5125508,5.7535706,4.6403885,-2.1752102
N332,3.5164106,5.801165,4.6150017,-2.1737843
N613,3.5937307,5.7846017,4.658135,-2.1629064
N366,1.7862008,-0.9408363,3.2734582,-0.433866
N671,-3.94541,-2.072491,2.2794278,3.211994
N963,-3.9167922,-1.8494915,2.2037578,3.3783576
N1243,1.121266,-0.209451,0.46293724,3.3071203
N834,1.1937628,-0.1570271,0.4561849,3.0983217
N666,-5.3833504,1.086736,-1.4917748,3.3325374
N254,-6.153356,1.0466545,-1.5421083,4.0974383
N915,-5.9983163,1.0448103,-1.5079378,4.0120993
N341,-6.0569882,1.1318653,-1.5056864,4.01795
N1048,-6.022988,1.075951,-1.4462768,4.087726
N1032,0.77270085,0.7030579,1.0813916,1.7276387
N63,6.0460787,-0.25608388,-0.5886975,5.34029
N8,6.5426598,-0.35865095,-0.55328494,5.2757297
N1148,6.580143,-0.3558019,-0.6197883,5.2451854
N987,6.5443163,-0.34679613,-0.5167879,5.338033
N142,6.5620003,-0.25283113,-0.36013842,5.312523
N768,4.114267,-1.0199642,-0.07932647,4.8921137
N633,4.2631607,-1.1384891,-0.12608336,4.885051
N356,4.2639523,-1.0243158,-0.22235762,4.8264647
N314,4.24591,-1.0843779,0.022095073,5.190325
N845,2.1721091,-0.868294,-1.3594,4.8429246
N593,2.2449212,-0.54084986,-1.6105013,4.6282125
N1237,1.8868307,-0.5761964,-1.3938149,4.1834555
N36,2.2557087,-0.53899974,-1.5606868,4.4963603
N686,2.1700253,-1.1901634,-1.9905994,4.992589
N993,6.067512,-0.27717113,-0.7028373,5.0956016
N452,2.9222257,3.4758546,-3.2116947,1.3537722
N813,3.4525099,-1.5835282,5.6508007,0.045015395
N783,3.4504743,-1.4197392,4.9559903,-0.089985654
N566,3.575477,-1.6212008,5.710212,0.06413205
N1082,-2.8556416,-3.4205425,-0.7618356,2.1759856
N57,3.2981055,1.9060522,-0.2685031,0.8705801
N998,-0.8242447,1.5861369,1.3136183,-1.7166777
N331,3.7567286,2.276985,-1.0362235,0.8312891
N871,-0.1194959,2.2066362,2.5623884,-1.3100269
N210,-0.16729796,2.1428807,2.5200691,-1.2798146
N25,2.1057808,5.8765826,4.542639,-1.2072438
N324,1.9917353,5.8547916,4.512207,-1.1219988
N304,2.5104876,4.926229,3.2322338,-1.2362988
N101,2.4127293,4.806597,3.1226823,-1.2538811
N1097,-5.3125725,-0.7289757,5.1138334,3.0990431
N809,-5.3574834,-0.70122814,5.146363,3.140465
N300,-1.1163124,4.5188937,2.8826108,0.07048859
N520,1.5706216,-4.811674,3.4166331,2.7411084
N186,1.4900379,-4.7738423,3.4764464,2.8064296
N1085,0.3763276,2.7385511,1.5170678,-1.7859874
N521,-1.0795932,3.893372,1.865568,-1.9760882
N1144,-2.4071872,4.8664365,2.5798266,-3.4944994
N1074,-2.1846628,4.507198,2.366806,-3.1876392
N84,-2.34358,4.631634,2.47998,-3.6302464
N45,-2.552362,5.201393,2.7767212,-3.5773337
N564,0.18354873,2.6896393,1.6591125,-1.1877903
N1219,0.032080017,2.586805,1.671543,-1.6886697
N1011,0.63568306,3.8575883,2.703239,-2.4530454
N28,0.40540037,2.6175606,2.296701,-1.7655045
N584,1.8251045,4.275042,4.715888,-4.1812253
N369,1.8587581,4.233726,4.749988,-4.2417474
N72,1.6880195,3.9148018,4.6797037,-3.7718136
N655,3.4336545,4.606854,0.9935738,-3.402265
N1115,2.3510473,-2.924132,0.44110107,-6.2350287
N328,-3.2802684,-1.5692914,-0.16663182,0.9910205
N235,3.5959053,-2.0425155,0.47379297,0.67594343
N1149,3.7705789,-2.0460792,0.49914753,1.0896616
N104,2.180104,-0.9346846,1.3029624,0.713187
N879,2.888151,-0.999438,2.0789242,2.783505
N886,3.2612658,-3.6568158,2.0406728,1.4769149
N996,1.4873017,-1.9372494,2.1252723,2.0358858
N1111,2.7451913,-4.2851686,1.5953184,3.0969641
N626,1.2824252,-1.6338687,1.7564323,1.1143668
N203,1.2517833,-1.6970733,1.8014317,1.1813395
N1139,2.2564044,-3.823118,2.5552676,2.2782264
N534,2.798475,-3.902575,1.7076846,1.5439225
N1034,1.7692839,-4.4714847,3.3183048,2.7268672
N423,1.7278476,-4.5892596,3.1676645,2.612688
N296,1.4468781,-1.7013453,2.2403195,2.298045
N116,1.7287155,-0.7388303,1.452479,0.87363505
N292,0.9605803,1.0159734,1.6887819,5.2167845
N853,2.683363,-4.1567383,1.3456502,2.8408363
N778,1.8759942,-3.5795267,2.26905,1.8661215
N229,-0.5444532,1.5489508,1.271842,-1.297818
N363,0.11895755,2.2703264,1.1021208,-2.0126016
N97,3.1934712,-3.8154204,0.11532688,-6.3164344
N70,3.2716029,-3.955007,-0.012173757,-6.640518
N525,4.8080125,-1.4922119,4.4079885,5.2324247
N1125,4.82842,-1.5321344,4.3926687,5.227279
N276,4.8612223,-1.5522912,4.414395,5.282268
N119,2.1303253,2.2932131,2.090668,8.004127
N1008,2.0372424,2.2711043,2.110804,8.138479
N792,-3.371674,3.8197384,0.37491497,-0.10379328
N929,1.9273895,-2.6244333,2.8001232,-3.4291527
N710,1.5291672,1.1763204,1.7688237,6.422806
N1062,-1.7628471,5.6000433,2.9511895,0.7007908
N375,4.177423,-5.1161475,2.6488662,0.7845612
N979,4.4614277,-5.053602,2.5490324,0.59567106
N1165,2.82467,-4.374062,1.41864,3.4453285
N1122,2.251614,2.8856916,3.1837187,-3.8490052
N526,2.2511559,3.0642715,3.109052,-3.8420086
N317,-0.28918362,1.9217912,1.2461592,-1.0845689
N1020,-0.015758472,2.5160396,2.3852825,-2.598496
N939,0.83312076,-3.2137544,0.9896519,-2.129225
N173,2.0297997,-3.0842736,3.4965196,-3.9494414
N200,-1.3246552,-6.8856997,1.9379222,-3.7432961
N1024,1.6619866,-4.4253526,0.42988598,-4.461746
N1064,-0.2529284,-2.8937144,2.0355208,-2.102073
N590,-0.45050356,-6.395914,2.6925893,-2.873768
N960,-0.7136438,-4.3483896,2.643443,-1.2539966
N31,-0.37601352,-6.550273,4.2762017,-1.6141127
N95,-0.9206732,-5.235425,3.2814188,-2.448447
N1056,-0.19878757,-4.6983004,3.3631232,-2.1856685
N503,-0.40969956,-6.525899,4.2641587,-1.6503339
N437,-1.5449437,-7.1113496,2.0502505,-3.9076822
N1026,-0.7202139,-4.775304,2.4974997,-2.0767844
N601,0.8680867,-1.6378232,1.1227041,-4.079945
N315,0.2437778,-2.1044788,1.8552995,-1.321036
N197,0.43406618,-1.9742098,1.2264066,-1.339624
N1151,1.9652119,-2.8470075,3.287957,-3.562343
N255,1.9800385,-2.7768838,3.1029186,-3.5066183
N1205,0.006526381,-3.173485,1.581862,-1.8928076
N327,2.1104782,-2.7660046,2.9324698,-3.4151735
N1184,1.9765857,-2.8554707,3.1385455,-3.4259849
N665,3.1828828,-2.2051544,2.5925126,2.801609
N510,-0.7313244,2.8910606,1.0010719,-4.5321712
N912,-0.50925356,-5.9924126,3.7109241,-1.2350706
N702,0.475764,-0.7009156,-1.8726325,-2.2618964
N514,4.6123953,-2.0130262,4.164873,2.735872
N790,4.5666595,-2.0036445,4.0933194,2.7050831
N1244,0.5575748,-2.866362,0.954381,-2.3797874
N299,-0.10725881,1.3602697,1.4446807,0.44873312
N538,-0.034302007,-0.9306421,-0.8232087,-2.0038872
N1096,0.89418966,0.12567848,-3.8479314,-0.25945696
N85,0.9309824,-0.028856833,-4.390438,-0.450628
N884,-0.47701582,-0.9495801,-2.972914,1.3690802
N962,-1.8407701,1.1527107,-0.09297344,-0.3559992
N43,-1.2230457,5.1092257,-2.7653594,-1.8453478
N713,-1.7912563,0.70346725,-2.94264,-1.7494172
N705,-2.1612306,1.3497118,-0.34200397,-0.65613705
N959,-1.9951572,0.8018575,-2.9155838,-2.3124063
N874,-3.002307,0.9686845,-1.6371161,-2.2206666
N1248,3.3994038,3.800574,-3.5423641,1.2169378
N1217,-1.867645,6.117297,1.0187179,-1.350077
N1049,-2.0139048,6.382503,0.8266944,-1.8013552
N569,-2.2942832,7.6333404,1.0737857,-1.7066714
N191,-1.6982629,5.883948,0.94127274,-1.5130339
N125,2.3033662,-1.411443,0.55397284,0.76309645
N169,-1.5125476,5.0385237,1.1208649,-1.6773115
N866,-1.2693051,4.484534,1.0115697,-1.4733466
N748,0.12986887,-2.2578812,0.8984341,-1.7968082
N706,-0.41989917,1.4755094,1.9469203,0.5681898
N265,-5.455664,-2.2391515,-0.42227042,2.421263
N852,-5.3823385,-2.1251621,-0.79847676,2.528765
N431,-6.3188066,-2.3563693,-0.82371736,3.1042929
N107,-6.4152665,-2.454063,-0.8111417,3.1230152
N1035,-6.458291,-2.507376,-0.7345685,3.1400714
N1031,1.7301712,0.30355498,0.088271394,1.9166245
N3,2.1013036,-0.101031855,-0.23246393,2.097649
N427,2.449136,0.34719366,0.31057802,3.0626006
N343,2.4436078,0.405582,0.2501493,3.0364888
N410,-2.7844608,0.6082197,-0.16733782,-0.48794913
N1229,-4.8350697,0.06639508,0.82939225,-0.77504146
N218,-2.123513,1.0690678,-0.91669947,0.05849857
N75,-1.996726,1.2896575,-1.000326,0.23418716
N137,-1.565129,1.0053376,1.5317175,0.08739389
N577,4.5408854,-0.23170622,0.8101007,-0.40698245
N905,-2.111923,1.3375422,-0.9361646,0.2560937
N1228,2.0075936,0.35605696,-0.12650853,2.3825226
N297,3.3133612,-0.013468575,-2.6999977,-0.4240997
N759,-0.6426003,-0.563679,-2.4548082,5.247646
N24,-2.049467,0.12605475,-2.8780012,7.612381
N498,-2.067538,1.5869694,-0.6355106,0.49445072
N367,-2.0502172,1.6212113,-0.6953237,0.53711843
N1066,-2.2657585,3.984521,-1.0712386,2.4655743
N461,-2.1512785,3.8786578,-1.0229748,2.3794196
N991,-4.7501235,-1.1578896,4.437642,2.529446
N190,-1.7941915,0.4099334,1.2616713,0.7256745
N1250,-1.784473,0.3536788,1.2100794,0.691656
N1093,-2.5846715,-0.61923254,-1.0351269,0.8269432
N774,-3.6262507,2.223096,1.5904762,3.334154
N574,-3.9598439,4.171256,0.68626624,-0.14620937
N568,-2.5098007,0.86126125,0.0004406646,0.14458473
N971,-3.4790857,-0.78558725,1.2373992,0.67438483
N442,-2.0243542,1.2472612,-0.89184445,-0.04039698
N1001,-1.6281414,3.0023887,-1.2167295,0.8468363
N683,-1.9454,1.2411764,-0.96439666,-0.07157078
N1227,-2.816317,1.0052129,-0.011794584,-0.3950233
N68,-3.0279293,0.96632314,-0.21922229,-0.27157936
N558,-0.1999426,-0.4157211,0.32066745,-0.49547976
N662,-1.4440523,1.1931262,1.544753,-0.05080732
N134,-1.8097473,2.8277519,-2.6805573,1.3440503
N19,-1.9869453,3.249806,-1.8690578,1.4321928
N992,-1.5367255,3.6551037,-2.378127,1.3916103
N138,-2.3144126,5.189441,-2.1133962,1.1401484
N98,-1.940399,3.2625623,-2.5185328,1.2775201
N1061,-1.9553194,3.1901228,-2.515641,1.2449449
N1168,-2.297301,4.0774918,-1.9488198,1.6563593
N645,-1.7233256,3.569997,-2.23627,1.3507284
N1182,-2.002745,3.2983859,-2.0259697,1.6374543
N471,-2.4130297,4.1298366,-2.7668831,2.322886
N257,-2.3487797,4.1623187,-2.8005588,2.4430695
N1245,-2.294525,3.9647934,-2.67255,2.3427122
N995,-1.9885249,3.6079228,-1.1340711,2.0779064
N469,-1.7136081,4.189225,-4.3141036,1.851605
N565,-1.7640929,4.3431153,-4.4837418,1.945288
N1194,-2.311274,3.0106623,-0.35429493,1.770553
N800,-2.5219862,3.1720293,-0.58094084,1.8760723
N872,-1.5726802,3.5825336,-2.8172178,1.3395133
N1188,-1.9303749,0.7369926,-0.6864955,-0.16288063
N291,-2.4722376,1.5538532,-0.93603957,0.47611237
N649,1.117417,6.3813515,-0.78125286,1.681353
N913,1.8589702,6.803168,-0.09678161,0.9002166
N21,1.3382643,6.2275147,-0.4871986,1.233373
N115,1.8983264,6.481669,-0.22568668,0.8585269
N165,1.8179543,-0.45393935,-1.9114301,0.15347151
N1098,3.0547554,-1.3898141,-2.9640267,0.9569431
N1201,3.0796497,-1.381219,-3.0003104,0.9537332
N835,-2.121418,4.8552055,-2.0929246,0.9703683
N973,-0.23783195,1.2563084,0.09817797,0.55191314
N810,1.0977937,-0.41470492,-3.4183424,2.6206384
